drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB01110	DB00215	0.0149	1	0.6501	0.65	0.0	1.01	-0.7181	-0.4093	-3.5049	-2.4129	0.073	0.0837	5.0	2.0	0.6068	0.5827	0.6	0.57	0.0	0.0	1.63	1.47
DB01110	DB08932	0.1751	0	0.5882	0.58	0.33	0.98	-0.7181	-0.3467	-3.5049	-3.9634	0.073	0.1953	5.0	2.0	0.6068	0.5077	0.6	0.51	0.0	0.0	1.63	1.29
DB01234	DB00619	0.0536	0	0.3873	0.34	0.1	1.05	-1.4381	-2.8421	-5.5188	-4.1971	0.1063	0.0599	6.0	1.0	0.4449	0.479	0.43	0.46	0.0	0.0	1.47	1.61
DB01234	DB00795	-0.0275	1	0.3644	0.34	0.0	0.93	-1.4381	-1.5341	-5.5188	-4.2682	0.1063	0.11	6.0	4.0	0.4449	0.4809	0.43	0.47	0.0	0.0	1.47	1.46
DB01234	DB00734	0.0971	0	0.4751	0.46	0.19	1.04	-1.4381	-0.7697	-5.5188	-3.8106	0.1063	0.0828	6.0	5.0	0.4449	0.5594	0.43	0.55	0.0	0.0	1.47	1.62
DB01234	DB01224	0.1001	0	0.4781	0.45	0.19	1.04	-1.4381	-1.1273	-5.5188	-3.7182	0.1063	0.0748	6.0	5.0	0.4449	0.5625	0.43	0.55	0.0	0.0	1.47	1.62
DB01234	DB01238	0.0969	0	0.4681	0.45	0.19	1.04	-1.4381	-1.1216	-5.5188	-4.4891	0.1063	0.0797	6.0	6.0	0.4449	0.5531	0.43	0.54	0.0	0.0	1.47	1.54
DB01234	DB00594	0.1407	0	0.4333	0.4	0.25	0.85	-1.4381	-0.0603	-5.5188	-4.4833	0.1063	0.2019	6.0	3.0	0.4449	0.5117	0.43	0.5	0.0	0.0	1.47	1.43
DB01234	DB00559	0.1085	0	0.4139	0.4	0.27	0.77	-1.4381	-0.3467	-5.5188	-3.9634	0.1063	0.1953	6.0	2.0	0.4449	0.5077	0.43	0.51	0.0	0.0	1.47	1.29
DB01234	DB00458	0.0845	0	0.484	0.45	0.08	1.26	-1.4381	-2.2643	-5.5188	-3.998	0.1063	0.0585	6.0	5.0	0.4449	0.5661	0.43	0.55	0.0	0.0	1.47	1.78
DB01234	DB01036	0.0848	0	0.5117	0.49	0.28	0.98	-1.4381	0.6857	-5.5188	0.3132	0.1063	0.1508	6.0	0.0	0.4449	0.592	0.43	0.58	0.0	0.18	1.47	1.47
DB01234	DB00457	0.105	0	0.4944	0.47	0.29	0.92	-1.4381	0.4925	-5.5188	-1.9218	0.1063	0.1538	6.0	1.0	0.4449	0.5821	0.43	0.57	0.0	0.0	1.47	1.46
DB01234	DB00590	0.155	0	0.4724	0.45	0.29	0.87	-1.4381	-0.1188	-5.5188	-1.993	0.1063	0.2221	6.0	1.0	0.4449	0.5591	0.43	0.55	0.0	0.0	1.47	1.46
DB01234	DB00396	-0.0296	4	0.4167	0.47	0.0	0.99	-1.4381	-1.6192	-5.5188	-0.258	0.1063	0.0653	6.0	3.0	0.4449	0.5273	0.43	0.53	0.0	0.0	1.47	1.44
DB01234	DB00481	0.0033	0	0.3985	0.37	0.06	0.88	-1.4381	-0.656	-5.5188	-1.4018	0.1063	0.0798	6.0	1.0	0.4449	0.4937	0.43	0.48	0.0	0.0	1.47	1.43
DB01234	DB00783	0.0066	1	0.4248	0.45	0.0	0.96	-1.4381	-0.6558	-5.5188	-0.6463	0.1063	0.0805	6.0	1.0	0.4449	0.5415	0.43	0.54	0.0	0.0	1.47	1.44
DB01234	DB00404	0.116	0	0.5599	0.54	0.11	1.09	-1.4381	-0.3804	-5.5188	-0.0375	0.1063	0.0919	6.0	1.0	0.4449	0.6443	0.43	0.64	0.0	0.0	1.47	1.62
DB01234	DB00475	0.186	0	0.5838	0.55	0.34	1.09	-1.4381	0.7646	-5.5188	0.2017	0.1063	0.2054	6.0	0.0	0.4449	0.6652	0.43	0.65	0.0	0.24	1.47	1.62
DB01234	DB00842	0.186	0	0.5838	0.55	0.34	1.09	-1.4381	0.7646	-5.5188	0.2017	0.1063	0.2054	6.0	0.0	0.4449	0.6652	0.43	0.65	0.0	0.24	1.47	1.62
DB01234	DB00820	0.5007	0	0.6044	0.58	0.5	0.87	-1.4381	0.8122	-5.5188	0.464	0.1063	0.5763	6.0	0.0	0.4449	0.6853	0.43	0.69	0.0	0.37	1.47	1.39
DB01234	DB00975	0.021	0	0.4829	0.48	0.15	0.93	-1.4381	-0.562	-5.5188	-0.9806	0.1063	0.0667	6.0	0.0	0.4449	0.5707	0.43	0.56	0.0	0.12	1.47	1.42
DB01234	DB00412	0.008	0	0.3659	0.34	0.08	0.86	-1.4381	-0.9433	-5.5188	-2.1484	0.1063	0.1354	6.0	2.0	0.4449	0.4829	0.43	0.47	0.0	0.0	1.47	1.42
DB01234	DB01236	0.0423	0	0.4687	0.445	0.2	1.02	-1.4381	-1.7853	-5.5188	-1.0599	0.1063	0.0808	6.0	0.0	0.4449	0.5496	0.43	0.53	0.0	0.07	1.47	1.53
DB01234	DB01373	0.0303	0	0.4328	0.445	0.11	0.91	-1.4381	-0.8023	-5.5188	-0.9431	0.1063	0.1072	6.0	1.0	0.4449	0.531	0.43	0.53	0.0	0.0	1.47	1.39
DB01234	DB00580	-0.0058	1	0.4948	0.49	0.0	1.02	-1.4381	-0.5758	-5.5188	-1.9637	0.1063	0.0661	6.0	2.0	0.4449	0.5882	0.43	0.58	0.0	0.0	1.47	1.62
DB01234	DB00968	0.0358	0	0.4733	0.46	0.35	0.74	-1.4381	0.1698	-5.5188	-1.9512	0.1063	0.117	6.0	1.0	0.4449	0.5622	0.43	0.55	0.0	0.0	1.47	1.33
DB01234	DB01018	0.0271	0	0.4311	0.405	0.28	0.74	-1.4381	-0.3673	-5.5188	-2.8882	0.1063	0.1	6.0	1.0	0.4449	0.5195	0.43	0.51	0.0	0.0	1.47	1.28
DB01234	DB00669	0.1111	0	0.5064	0.475	0.25	1.04	-1.4381	-0.137	-5.5188	-1.0472	0.1063	0.1367	6.0	0.0	0.4449	0.5897	0.43	0.56	0.0	0.17	1.47	1.62
DB01234	DB01043	0.0937	0	0.4165	0.355	0.16	1.02	-1.4381	-2.1088	-5.5188	-3.4109	0.1063	0.1384	6.0	0.0	0.4449	0.4975	0.43	0.46	0.0	0.05	1.47	1.63
DB01234	DB00794	0.0942	0	0.5067	0.51	0.17	0.95	-1.4381	-1.7357	-5.5188	-1.6544	0.1063	0.1162	6.0	0.0	0.4449	0.5901	0.43	0.59	0.0	0.08	1.47	1.54
DB01234	DB00184	0.2031	0	0.6111	0.57	0.33	1.36	-1.4381	1.6939	-5.5188	3.0372	0.1063	0.2055	6.0	0.0	0.4449	0.6815	0.43	0.65	0.0	0.25	1.47	1.69
DB01234	DB01169	0.0269	0	0.2757	0.25	0.08	0.71	-1.4381	-2.0416	-5.5188	-2.9357	0.1063	0.1378	6.0	2.0	0.4449	0.3842	0.43	0.38	0.0	0.0	1.47	1.24
DB01234	DB01083	0.02	0	0.5088	0.51	0.15	0.89	-1.4381	0.0131	-5.5188	-0.1253	0.1063	0.0794	6.0	0.0	0.4449	0.5875	0.43	0.58	0.0	0.15	1.47	1.42
DB01234	DB08932	0.1085	0	0.4139	0.4	0.27	0.77	-1.4381	-0.3467	-5.5188	-3.9634	0.1063	0.1953	6.0	2.0	0.4449	0.5077	0.43	0.51	0.0	0.0	1.47	1.29
DB02207	DB00575	0.1566	0	0.4644	0.44	0.36	0.66	-1.0705	0.1855	-4.2053	-1.7693	0.1882	0.1828	2.0	1.0	0.4373	0.5567	0.43	0.55	0.0	0.0	1.26	1.43
DB02207	DB01018	0.0175	0	0.4275	0.425	0.36	0.5	-1.0705	-0.3673	-4.2053	-2.8882	0.1882	0.1	2.0	1.0	0.4373	0.5195	0.43	0.51	0.0	0.0	1.26	1.28
DB02207	DB00765	0.2333	0	0.355	0.355	0.32	0.39	-1.0705	-1.657	-4.2053	-3.135	0.1882	0.3535	2.0	1.0	0.4373	0.4631	0.43	0.46	0.0	0.0	1.26	1.26
DB02207	DB01626	0.37	0	0.565	0.565	0.53	0.6	-1.0705	1.652	-4.2053	1.0082	0.1882	0.4711	2.0	0.0	0.4373	0.6617	0.43	0.65	0.0	0.36	1.26	1.42
DB02234	DB00575	0.1566	0	0.4644	0.44	0.36	0.66	-1.0705	0.1855	-4.2053	-1.7693	0.1882	0.1828	2.0	1.0	0.4373	0.5567	0.43	0.55	0.0	0.0	1.26	1.43
DB02234	DB01018	0.0175	0	0.4275	0.425	0.36	0.5	-1.0705	-0.3673	-4.2053	-2.8882	0.1882	0.1	2.0	1.0	0.4373	0.5195	0.43	0.51	0.0	0.0	1.26	1.28
DB02234	DB00765	0.2333	0	0.355	0.355	0.32	0.39	-1.0705	-1.657	-4.2053	-3.135	0.1882	0.3535	2.0	1.0	0.4373	0.4631	0.43	0.46	0.0	0.0	1.26	1.26
DB02234	DB01626	0.37	0	0.565	0.565	0.53	0.6	-1.0705	1.652	-4.2053	1.0082	0.1882	0.4711	2.0	0.0	0.4373	0.6617	0.43	0.65	0.0	0.36	1.26	1.42
DB08814	DB01626	0.3283	0	0.6738	0.67	0.47	0.85	-2.3087	1.652	-1.5801	1.0082	0.0198	0.4711	1.0	0.0	0.564	0.6617	0.58	0.65	0.0	0.36	1.46	1.42
DB00568	DB00559	0.1315	0	0.624	0.655	0.32	0.96	-1.5032	-0.3467	-0.6226	-3.9634	0.0325	0.1953	2.0	2.0	0.6537	0.5077	0.65	0.51	0.0	0.0	1.57	1.29
DB00568	DB00457	0.012	0	0.6913	0.71	0.25	1.07	-1.5032	0.4925	-0.6226	-1.9218	0.0325	0.1538	2.0	1.0	0.6537	0.5821	0.65	0.57	0.0	0.0	1.57	1.46
DB00568	DB00590	0.0782	0	0.658	0.69	0.25	1.05	-1.5032	-0.1188	-0.6226	-1.993	0.0325	0.2221	2.0	1.0	0.6537	0.5591	0.65	0.55	0.0	0.0	1.57	1.46
DB00568	DB01180	0.4838	0	0.762	0.76	0.49	1.08	-1.5032	0.1961	-0.6226	-3.4187	0.0325	0.5287	2.0	1.0	0.6537	0.639	0.65	0.63	0.0	0.0	1.57	1.4
DB00568	DB00575	0.0366	0	0.6595	0.685	0.25	1.07	-1.5032	0.1855	-0.6226	-1.7693	0.0325	0.1828	2.0	1.0	0.6537	0.5567	0.65	0.55	0.0	0.0	1.57	1.43
DB00568	DB00968	0.0123	0	0.655	0.705	0.25	0.89	-1.5032	0.1698	-0.6226	-1.9512	0.0325	0.117	2.0	1.0	0.6537	0.5622	0.65	0.55	0.0	0.0	1.57	1.33
DB00568	DB01018	0.0023	0	0.6145	0.64	0.25	0.87	-1.5032	-0.3673	-0.6226	-2.8882	0.0325	0.1	2.0	1.0	0.6537	0.5195	0.65	0.51	0.0	0.0	1.57	1.28
DB00568	DB00325	0.3001	0	0.576	0.58	0.33	0.84	-1.5032	-2.2973	-0.6226	-1.2926	0.0325	0.3421	2.0	0.0	0.6537	0.4508	0.65	0.45	0.0	0.19	1.57	1.2
DB00617	DB00559	0.5733	0	0.745	0.745	0.74	0.75	0.4652	-0.3467	-1.2891	-3.9634	0.642	0.1953	0.0	2.0	0.7516	0.5077	0.74	0.51	0.28	0.0	1.57	1.29
DB00617	DB00590	0.5927	0	0.75	0.73	0.56	0.91	0.4652	-0.1188	-1.2891	-1.993	0.642	0.2221	0.0	1.0	0.7516	0.5591	0.74	0.55	0.28	0.0	1.57	1.46
DB00617	DB00575	0.5806	0	0.7625	0.77	0.56	0.99	0.4652	0.1855	-1.2891	-1.7693	0.642	0.1828	0.0	1.0	0.7516	0.5567	0.74	0.55	0.28	0.0	1.57	1.43
DB00617	DB01018	0.4517	0	0.745	0.745	0.66	0.83	0.4652	-0.3673	-1.2891	-2.8882	0.642	0.1	0.0	1.0	0.7516	0.5195	0.74	0.51	0.28	0.0	1.57	1.28
DB00617	DB00765	0.73	0	0.73	0.73	0.73	0.73	0.4652	-1.657	-1.2891	-3.135	0.642	0.3535	0.0	1.0	0.7516	0.4631	0.74	0.46	0.28	0.0	1.57	1.26
DB00617	DB01626	0.8483	0	0.91	0.91	0.89	0.93	0.4652	1.652	-1.2891	1.0082	0.642	0.4711	0.0	0.0	0.7516	0.6617	0.74	0.65	0.28	0.36	1.57	1.42
DB00661	DB00277	0.0898	0	0.5942	0.59	0.26	0.89	-1.0128	-0.765	-3.1247	-2.1052	0.0931	0.1173	2.0	1.0	0.5774	0.5571	0.57	0.55	0.0	0.0	1.57	1.39
DB00661	DB00806	0.0882	0	0.5823	0.59	0.23	0.89	-1.0128	-1.1098	-3.1247	-2.2491	0.0931	0.1197	2.0	0.0	0.5774	0.5437	0.57	0.54	0.0	0.1	1.57	1.39
DB00661	DB00619	0.0487	1	0.5198	0.52	0.0	1.12	-1.0128	-2.8421	-3.1247	-4.1971	0.0931	0.0599	2.0	1.0	0.5774	0.479	0.57	0.46	0.0	0.0	1.57	1.61
DB00661	DB00586	0.0579	0	0.5869	0.59	0.2	0.92	-1.0128	-0.8895	-3.1247	-4.5862	0.0931	0.0954	2.0	4.0	0.5774	0.5519	0.57	0.54	0.0	0.0	1.57	1.46
DB00661	DB00268	0.1089	0	0.5915	0.59	0.17	0.9	-1.0128	-0.6674	-3.1247	-3.6423	0.0931	0.1444	2.0	3.0	0.5774	0.5519	0.57	0.55	0.0	0.0	1.57	1.39
DB00661	DB00334	0.0684	1	0.5969	0.6	0.0	0.98	-1.0128	-0.1801	-3.1247	-2.0669	0.0931	0.1152	2.0	2.0	0.5774	0.5586	0.57	0.55	0.0	0.0	1.57	1.47
DB00661	DB00363	0.0714	1	0.6269	0.62	0.0	1.15	-1.0128	-0.3548	-3.1247	-3.7916	0.0931	0.0943	2.0	5.0	0.5774	0.5872	0.57	0.57	0.0	0.0	1.57	1.55
DB00661	DB01224	0.0561	1	0.6005	0.6	0.0	1.12	-1.0128	-1.1273	-3.1247	-3.7182	0.0931	0.0748	2.0	5.0	0.5774	0.5625	0.57	0.55	0.0	0.0	1.57	1.62
DB00661	DB01238	0.0495	2	0.5914	0.59	0.0	1.07	-1.0128	-1.1216	-3.1247	-4.4891	0.0931	0.0797	2.0	6.0	0.5774	0.5531	0.57	0.54	0.0	0.0	1.57	1.54
DB00661	DB00559	0.1725	0	0.5555	0.555	0.33	0.75	-1.0128	-0.3467	-3.1247	-3.9634	0.0931	0.1953	2.0	2.0	0.5774	0.5077	0.57	0.51	0.0	0.0	1.57	1.29
DB00661	DB01036	0.0819	1	0.6307	0.62	0.0	0.98	-1.0128	0.6857	-3.1247	0.3132	0.0931	0.1508	2.0	0.0	0.5774	0.592	0.57	0.58	0.0	0.18	1.57	1.47
DB00661	DB01275	0.0912	0	0.6076	0.61	0.37	0.84	-1.0128	1.151	-3.1247	-1.5701	0.0931	0.1151	2.0	1.0	0.5774	0.5698	0.57	0.56	0.0	0.0	1.57	1.39
DB00661	DB00904	0.1096	1	0.6407	0.64	0.0	1.12	-1.0128	-0.033	-3.1247	0.7189	0.0931	0.1603	2.0	0.0	0.5774	0.6002	0.57	0.58	0.0	0.12	1.57	1.61
DB00661	DB00457	0.0305	2	0.6154	0.615	0.0	0.99	-1.0128	0.4925	-3.1247	-1.9218	0.0931	0.1538	2.0	1.0	0.5774	0.5821	0.57	0.57	0.0	0.0	1.57	1.46
DB00661	DB00590	0.1219	1	0.5844	0.58	0.0	0.91	-1.0128	-0.1188	-3.1247	-1.993	0.0931	0.2221	2.0	1.0	0.5774	0.5591	0.57	0.55	0.0	0.0	1.57	1.46
DB00661	DB00908	-0.0864	3	0.6249	0.58	0.0	1.17	-1.0128	-0.4792	-3.1247	0.3076	0.0931	0.0545	2.0	0.0	0.5774	0.5976	0.57	0.55	0.0	0.14	1.57	1.69
DB00661	DB01136	-0.0094	2	0.542	0.54	0.0	0.93	-1.0128	-0.8367	-3.1247	-3.6808	0.0931	0.061	2.0	4.0	0.5774	0.5037	0.57	0.5	0.0	0.0	1.57	1.44
DB00661	DB01162	0.1173	1	0.5873	0.585	0.0	0.91	-1.0128	0.0638	-3.1247	-2.1692	0.0931	0.2167	2.0	1.0	0.5774	0.5595	0.57	0.55	0.0	0.0	1.57	1.46
DB00661	DB00396	0.0273	1	0.5686	0.58	0.0	1.01	-1.0128	-1.6192	-3.1247	-0.258	0.0931	0.0653	2.0	3.0	0.5774	0.5273	0.57	0.53	0.0	0.0	1.57	1.44
DB00661	DB00783	0.038	1	0.5816	0.59	0.0	0.99	-1.0128	-0.6558	-3.1247	-0.6463	0.0931	0.0805	2.0	1.0	0.5774	0.5415	0.57	0.54	0.0	0.0	1.57	1.44
DB00661	DB00186	0.1872	0	0.708	0.71	0.39	1.12	-1.0128	0.9493	-3.1247	0.4066	0.0931	0.199	2.0	0.0	0.5774	0.6654	0.57	0.65	0.0	0.24	1.57	1.62
DB00661	DB00231	0.1872	0	0.708	0.71	0.39	1.12	-1.0128	0.9493	-3.1247	0.4066	0.0931	0.199	2.0	0.0	0.5774	0.6654	0.57	0.65	0.0	0.24	1.57	1.62
DB00661	DB00404	0.1267	0	0.6885	0.69	0.25	1.12	-1.0128	-0.3804	-3.1247	-0.0375	0.0931	0.0919	2.0	1.0	0.5774	0.6443	0.57	0.64	0.0	0.0	1.57	1.62
DB00661	DB01068	0.1843	0	0.7099	0.71	0.39	1.12	-1.0128	0.9443	-3.1247	0.3209	0.0931	0.1954	2.0	0.0	0.5774	0.6671	0.57	0.66	0.0	0.24	1.57	1.62
DB00661	DB00273	0.0505	0	0.6566	0.66	0.29	1.04	-1.0128	-0.5838	-3.1247	-1.0513	0.0931	0.0826	2.0	1.0	0.5774	0.6218	0.57	0.62	0.0	0.0	1.57	1.62
DB00661	DB00668	0.0736	0	0.5553	0.55	0.19	1.0	-1.0128	-1.1632	-3.1247	-3.7677	0.0931	0.1166	2.0	2.0	0.5774	0.5189	0.57	0.51	0.0	0.0	1.57	1.49
DB00661	DB01173	0.0422	1	0.6085	0.62	0.0	0.98	-1.0128	-1.5749	-3.1247	-1.0828	0.0931	0.0879	2.0	0.0	0.5774	0.5715	0.57	0.56	0.0	0.07	1.57	1.51
DB00661	DB00820	0.5547	0	0.7281	0.74	0.58	0.87	-1.0128	0.8122	-3.1247	0.464	0.0931	0.5763	2.0	0.0	0.5774	0.6853	0.57	0.69	0.0	0.37	1.57	1.39
DB00661	DB01373	0.0324	1	0.5622	0.57	0.0	0.93	-1.0128	-0.8023	-3.1247	-0.9431	0.0931	0.1072	2.0	1.0	0.5774	0.531	0.57	0.53	0.0	0.0	1.57	1.39
DB00661	DB01180	0.5188	0	0.6929	0.74	0.53	0.86	-1.0128	0.1961	-3.1247	-3.4187	0.0931	0.5287	2.0	1.0	0.5774	0.639	0.57	0.63	0.0	0.0	1.57	1.4
DB00661	DB00482	0.0585	0	0.5774	0.57	0.22	0.92	-1.0128	-1.5246	-3.1247	-1.4039	0.0931	0.0766	2.0	1.0	0.5774	0.5315	0.57	0.52	0.0	0.0	1.57	1.46
DB00661	DB00381	-0.0867	6	0.5805	0.59	0.0	0.93	-1.0128	-1.3903	-3.1247	-2.4041	0.0931	0.1117	2.0	2.0	0.5774	0.5771	0.57	0.57	0.0	0.0	1.57	1.49
DB00661	DB01119	0.0149	1	0.5968	0.61	0.0	0.92	-1.0128	0.327	-3.1247	-2.4208	0.0931	0.0734	2.0	2.0	0.5774	0.5673	0.57	0.56	0.0	0.0	1.57	1.44
DB00661	DB00217	0.2063	0	0.6052	0.6	0.42	0.84	-1.0128	-0.1789	-3.1247	-4.0286	0.0931	0.2297	2.0	2.0	0.5774	0.559	0.57	0.56	0.0	0.0	1.57	1.33
DB00661	DB00575	0.0802	1	0.5895	0.59	0.0	0.99	-1.0128	0.1855	-3.1247	-1.7693	0.0931	0.1828	2.0	1.0	0.5774	0.5567	0.57	0.55	0.0	0.0	1.57	1.43
DB00661	DB00968	0.0972	0	0.6062	0.6	0.42	0.83	-1.0128	0.1698	-3.1247	-1.9512	0.0931	0.117	2.0	1.0	0.5774	0.5622	0.57	0.55	0.0	0.0	1.57	1.33
DB00661	DB01018	0.0701	0	0.56	0.56	0.35	0.83	-1.0128	-0.3673	-3.1247	-2.8882	0.0931	0.1	2.0	1.0	0.5774	0.5195	0.57	0.51	0.0	0.0	1.57	1.28
DB00661	DB01149	0.0309	2	0.5559	0.56	0.0	0.91	-1.0128	-1.1193	-3.1247	-4.5543	0.0931	0.1368	2.0	4.0	0.5774	0.5285	0.57	0.52	0.0	0.0	1.57	1.4
DB00661	DB00669	0.0989	0	0.6279	0.61	0.23	1.12	-1.0128	-0.137	-3.1247	-1.0472	0.0931	0.1367	2.0	0.0	0.5774	0.5897	0.57	0.56	0.0	0.17	1.57	1.62
DB00661	DB00836	-0.014	2	0.5381	0.54	0.0	0.91	-1.0128	-1.0247	-3.1247	-2.7031	0.0931	0.1056	2.0	1.0	0.5774	0.515	0.57	0.51	0.0	0.0	1.57	1.4
DB00661	DB00794	0.0832	0	0.6265	0.64	0.19	1.02	-1.0128	-1.7357	-3.1247	-1.6544	0.0931	0.1162	2.0	0.0	0.5774	0.5901	0.57	0.59	0.0	0.08	1.57	1.54
DB00661	DB01116	0.6211	0	0.7976	0.77	0.58	1.03	-1.0128	0.8073	-3.1247	0.7369	0.0931	0.6504	2.0	0.0	0.5774	0.7593	0.57	0.74	0.0	0.47	1.57	1.49
DB00661	DB00843	0.0458	1	0.5601	0.56	0.0	1.06	-1.0128	-0.8019	-3.1247	-2.9602	0.0931	0.1196	2.0	1.0	0.5774	0.5302	0.57	0.51	0.0	0.0	1.57	1.5
DB00661	DB00765	0.332	0	0.5076	0.51	0.31	0.73	-1.0128	-1.657	-3.1247	-3.135	0.0931	0.3535	2.0	1.0	0.5774	0.4631	0.57	0.46	0.0	0.0	1.57	1.26
DB00661	DB00657	0.9997	0	1.1743	1.18	1.0	1.37	-1.0128	3.8434	-3.1247	3.3878	0.0931	1.0142	2.0	0.0	0.5774	1.123	0.57	1.11	0.0	0.85	1.57	1.69
DB00661	DB00433	0.0644	0	0.5844	0.59	0.17	0.91	-1.0128	-0.7925	-3.1247	-2.5036	0.0931	0.1146	2.0	2.0	0.5774	0.5464	0.57	0.54	0.0	0.0	1.57	1.44
DB00661	DB01626	0.4366	0	0.6974	0.705	0.52	0.93	-1.0128	1.652	-3.1247	1.0082	0.0931	0.4711	2.0	0.0	0.5774	0.6617	0.57	0.65	0.0	0.36	1.57	1.42
DB00661	DB00325	0.3061	0	0.4843	0.51	0.23	0.67	-1.0128	-2.2973	-3.1247	-1.2926	0.0931	0.3421	2.0	0.0	0.5774	0.4508	0.57	0.45	0.0	0.19	1.57	1.2
DB00661	DB08932	0.1725	0	0.5555	0.555	0.33	0.75	-1.0128	-0.3467	-3.1247	-3.9634	0.0931	0.1953	2.0	2.0	0.5774	0.5077	0.57	0.51	0.0	0.0	1.57	1.29
DB00909	DB00246	0.0693	0	0.6532	0.66	0.19	1.11	0.7383	-1.0264	0.4737	-3.5413	0.0738	0.0886	1.0	4.0	0.6454	0.5451	0.64	0.54	0.0	0.0	1.71	1.47
DB00909	DB00559	0.1769	0	0.6148	0.635	0.35	0.9	0.7383	-0.3467	0.4737	-3.9634	0.0738	0.1953	1.0	2.0	0.6454	0.5077	0.64	0.51	0.0	0.0	1.71	1.29
DB00909	DB00193	0.0822	0	0.6584	0.64	0.33	1.3	0.7383	-0.5821	0.4737	-4.5621	0.0738	0.1085	1.0	2.0	0.6454	0.5493	0.64	0.52	0.0	0.0	1.71	1.63
DB00909	DB01275	0.075	0	0.6643	0.66	0.29	0.99	0.7383	1.151	0.4737	-1.5701	0.0738	0.1151	1.0	1.0	0.6454	0.5698	0.64	0.56	0.0	0.0	1.71	1.39
DB00909	DB00457	0.0984	0	0.6886	0.7	0.2	1.1	0.7383	0.4925	0.4737	-1.9218	0.0738	0.1538	1.0	1.0	0.6454	0.5821	0.64	0.57	0.0	0.0	1.71	1.46
DB00909	DB00590	0.1636	0	0.6614	0.68	0.2	1.07	0.7383	-0.1188	0.4737	-1.993	0.0738	0.2221	1.0	1.0	0.6454	0.5591	0.64	0.55	0.0	0.0	1.71	1.46
DB00909	DB00820	0.5462	0	0.7773	0.81	0.41	1.06	0.7383	0.8122	0.4737	0.464	0.0738	0.5763	1.0	0.0	0.6454	0.6853	0.64	0.69	0.0	0.37	1.71	1.39
DB00909	DB01180	0.5339	0	0.7603	0.76	0.54	1.02	0.7383	0.1961	0.4737	-3.4187	0.0738	0.5287	1.0	1.0	0.6454	0.639	0.64	0.63	0.0	0.0	1.71	1.4
DB00909	DB00575	0.126	0	0.659	0.675	0.2	1.1	0.7383	0.1855	0.4737	-1.7693	0.0738	0.1828	1.0	1.0	0.6454	0.5567	0.64	0.55	0.0	0.0	1.71	1.43
DB00909	DB00968	0.12	0	0.6758	0.7	0.45	0.94	0.7383	0.1698	0.4737	-1.9512	0.0738	0.117	1.0	1.0	0.6454	0.5622	0.64	0.55	0.0	0.0	1.71	1.33
DB00909	DB01018	0.0932	0	0.6313	0.645	0.38	0.93	0.7383	-0.3673	0.4737	-2.8882	0.0738	0.1	1.0	1.0	0.6454	0.5195	0.64	0.51	0.0	0.0	1.71	1.28
DB00909	DB01116	0.6362	0	0.861	0.875	0.69	1.09	0.7383	0.8073	0.4737	0.7369	0.0738	0.6504	1.0	0.0	0.6454	0.7593	0.64	0.74	0.0	0.47	1.71	1.49
DB00909	DB00765	0.3532	0	0.5803	0.6	0.34	0.83	0.7383	-1.657	0.4737	-3.135	0.0738	0.3535	1.0	1.0	0.6454	0.4631	0.64	0.46	0.0	0.0	1.71	1.26
DB00909	DB00657	1.0071	0	1.234	1.19	1.0	1.57	0.7383	3.8434	0.4737	3.3878	0.0738	1.0142	1.0	0.0	0.6454	1.123	0.64	1.11	0.0	0.85	1.71	1.69
DB00909	DB01626	0.371	2	0.7177	0.74	0.0	1.09	0.7383	1.652	0.4737	1.0082	0.0738	0.4711	1.0	0.0	0.6454	0.6617	0.64	0.65	0.0	0.36	1.71	1.42
DB00909	DB00325	0.3303	0	0.5567	0.56	0.34	0.87	0.7383	-2.2973	0.4737	-1.2926	0.0738	0.3421	1.0	0.0	0.6454	0.4508	0.64	0.45	0.0	0.19	1.71	1.2
DB00909	DB08932	0.1769	0	0.6148	0.635	0.35	0.9	0.7383	-0.3467	0.4737	-3.9634	0.0738	0.1953	1.0	2.0	0.6454	0.5077	0.64	0.51	0.0	0.0	1.71	1.29
DB01388	DB00350	0.0617	0	0.7172	0.715	0.42	1.09	-1.5535	-0.6013	-1.0744	-2.3293	0.0787	0.071	1.0	1.0	0.625	0.6329	0.62	0.63	0.0	0.0	1.69	1.46
DB01388	DB00559	0.1844	0	0.6038	0.615	0.38	0.91	-1.5535	-0.3467	-1.0744	-3.9634	0.0787	0.1953	1.0	2.0	0.625	0.5077	0.62	0.51	0.0	0.0	1.69	1.29
DB01388	DB01275	0.075	0	0.6462	0.665	0.37	1.0	-1.5535	1.151	-1.0744	-1.5701	0.0787	0.1151	1.0	1.0	0.625	0.5698	0.62	0.56	0.0	0.0	1.69	1.39
DB01388	DB00457	0.0701	1	0.6669	0.67	0.0	1.11	-1.5535	0.4925	-1.0744	-1.9218	0.0787	0.1538	1.0	1.0	0.625	0.5821	0.62	0.57	0.0	0.0	1.69	1.46
DB01388	DB00590	0.1208	1	0.6292	0.63	0.0	1.09	-1.5535	-0.1188	-1.0744	-1.993	0.0787	0.2221	1.0	1.0	0.625	0.5591	0.62	0.55	0.0	0.0	1.69	1.46
